Date,Time,Coffee Type,Price,Payment Type,Location
2024-01-10,12:35,Cappuccino,222.2,Card,Location2
2024-06-11,10:04,Espresso,145.7,Card,Location2
2024-03-01,16:16,Latte,218.2,Card,Location2
2024-01-25,20:31,Americano,180.2,Cash,Location2
2024-04-17,13:07,Hot Chocolate,230.2,Card,Location2
2024-05-11,15:14,Hot Chocolate,230.2,Cash,Location2
2024-02-10,16:19,Espresso,145.7,Cash,Location2
2024-07-10,15:17,Cocoa,236.3,Card,Location2
2024-07-06,17:11,Americano,180.2,Card,Location2
2024-05-10,12:38,Hot Chocolate,230.2,Cash,Location2
2024-03-17,20:45,Espresso,145.7,Cash,Location2
2024-01-05,15:10,Americano with milk,202.8,Cash,Location2
2024-05-05,12:33,Cappuccino,222.2,Card,Location2
2024-02-05,14:18,Cocoa,236.3,Card,Location2
2024-03-04,17:37,Americano,180.2,Cash,Location2
2024-05-26,19:43,Cocoa,236.3,Cash,Location2
2024-07-11,13:51,Latte,218.2,Cash,Location2
2024-01-26,21:30,Espresso,145.7,Card,Location2
2024-06-12,19:35,Cappuccino,222.2,Card,Location2
2024-07-11,20:40,Espresso,145.7,Card,Location2
2024-03-15,11:24,Espresso,145.7,Cash,Location2
2024-06-17,21:26,Cortado,172.0,Cash,Location2
2024-05-14,13:38,Latte,218.2,Card,Location2
2024-03-27,18:30,Americano,180.2,Card,Location2
2024-07-15,11:40,Espresso,145.7,Card,Location2
2024-01-30,11:15,Americano with milk,202.8,Card,Location2
2024-01-12,12:13,Americano with milk,202.8,Card,Location2
2024-01-03,10:38,Cortado,172.0,Cash,Location2
2024-04-02,19:25,Americano with milk,202.8,Cash,Location2
2024-03-18,18:47,Cocoa,236.3,Card,Location2
2024-04-03,11:04,Americano,180.2,Cash,Location2
2024-05-13,14:16,Americano,180.2,Cash,Location2
2024-04-23,15:44,Americano,180.2,Cash,Location2
2024-05-18,20:32,Cortado,172.0,Card,Location2
2024-05-22,15:10,Espresso,145.7,Cash,Location2
2024-03-26,13:13,Cappuccino,222.2,Cash,Location2
2024-01-22,17:13,Latte,218.2,Cash,Location2
2024-04-23,18:08,Cortado,172.0,Card,Location2
2024-03-16,19:06,Hot Chocolate,230.2,Cash,Location2
2024-05-17,11:41,Cappuccino,222.2,Card,Location2
2024-06-14,13:00,Latte,218.2,Cash,Location2
2024-02-25,12:03,Espresso,145.7,Card,Location2
2024-03-12,21:08,Latte,218.2,Card,Location2
2024-03-25,15:21,Hot Chocolate,230.2,Cash,Location2
2024-04-10,16:38,Americano with milk,202.8,Cash,Location2
2024-05-14,19:04,Cocoa,236.3,Cash,Location2
2024-02-28,18:43,Americano with milk,202.8,Card,Location2
2024-05-23,14:52,Latte,218.2,Card,Location2
2024-06-26,20:53,Espresso,145.7,Card,Location2
2024-03-03,21:13,Hot Chocolate,230.2,Cash,Location2
2024-02-06,11:12,Hot Chocolate,230.2,Card,Location2
2024-05-14,17:33,Cocoa,236.3,Card,Location2
2024-03-11,17:30,Cappuccino,222.2,Cash,Location2
2024-02-01,10:59,Cocoa,236.3,Cash,Location2
2024-05-21,12:59,Americano,180.2,Cash,Location2
2024-04-14,16:22,Cappuccino,222.2,Cash,Location2
2024-04-26,20:01,Cortado,172.0,Cash,Location2
2024-03-19,13:44,Latte,218.2,Card,Location2
2024-06-22,19:32,Latte,218.2,Cash,Location2
2024-05-31,15:00,Cortado,172.0,Card,Location2
2024-03-11,12:54,Cappuccino,222.2,Card,Location2
2024-07-02,15:52,Americano with milk,202.8,Cash,Location2
2024-06-02,15:22,Hot Chocolate,230.2,Cash,Location2
2024-07-02,19:41,Espresso,145.7,Card,Location2
2024-06-15,18:11,Espresso,145.7,Card,Location2
2024-06-08,17:11,Latte,218.2,Card,Location2
2024-05-22,12:05,Cocoa,236.3,Card,Location2
2024-05-15,13:06,Hot Chocolate,230.2,Cash,Location2
2024-06-11,16:23,Americano with milk,202.8,Card,Location2
2024-01-19,14:55,Americano with milk,202.8,Card,Location2
2024-05-23,18:09,Cortado,172.0,Card,Location2
2024-07-08,20:28,Cortado,172.0,Cash,Location2
2024-05-07,10:13,Espresso,145.7,Cash,Location2
2024-02-01,15:09,Hot Chocolate,230.2,Card,Location2
2024-01-27,19:52,Latte,218.2,Cash,Location2
2024-01-06,17:13,Cortado,172.0,Card,Location2
2024-04-07,14:47,Latte,218.2,Card,Location2
2024-04-24,17:05,Americano with milk,202.8,Card,Location2
2024-03-04,12:25,Americano with milk,202.8,Card,Location2
2024-02-05,19:30,Cortado,172.0,Card,Location2
2024-02-25,13:28,Cortado,172.0,Card,Location2
2024-06-21,16:25,Cortado,172.0,Cash,Location2
2024-02-28,12:46,Cappuccino,222.2,Cash,Location2
2024-05-11,11:26,Hot Chocolate,230.2,Card,Location2
2024-02-04,14:21,Latte,218.2,Card,Location2
2024-05-23,15:31,Latte,218.2,Cash,Location2
2024-05-22,19:40,Americano,180.2,Cash,Location2
2024-01-16,21:21,Cocoa,236.3,Card,Location2
2024-01-10,16:38,Americano,180.2,Card,Location2
2024-03-08,13:40,Cappuccino,222.2,Card,Location2
2024-04-03,20:06,Cortado,172.0,Cash,Location2
2024-02-19,16:00,Americano with milk,202.8,Card,Location2
2024-02-05,19:53,Hot Chocolate,230.2,Card,Location2
2024-03-25,18:45,Cappuccino,222.2,Card,Location2
2024-04-21,15:17,Latte,218.2,Card,Location2
2024-03-27,21:10,Cortado,172.0,Card,Location2
2024-02-01,14:20,Americano with milk,202.8,Card,Location2
2024-06-03,20:55,Americano,180.2,Card,Location2
2024-03-07,21:28,Espresso,145.7,Card,Location2
2024-03-03,16:35,Cocoa,236.3,Card,Location2
2024-04-10,14:47,Espresso,145.7,Card,Location2
2024-06-18,21:01,Cortado,172.0,Card,Location2
2024-01-08,12:33,Americano,180.2,Card,Location2
2024-06-16,16:49,Americano with milk,202.8,Card,Location2
2024-06-27,20:52,Cocoa,236.3,Card,Location2
2024-06-04,19:42,Americano,180.2,Cash,Location2
2024-03-05,20:42,Hot Chocolate,230.2,Cash,Location2
2024-06-16,10:35,Americano with milk,202.8,Cash,Location2
2024-07-06,21:05,Latte,218.2,Card,Location2
2024-01-04,19:12,Americano with milk,202.8,Cash,Location2
2024-03-31,18:00,Cappuccino,222.2,Card,Location2
2024-05-23,15:03,Cortado,172.0,Card,Location2
2024-03-19,12:04,Americano with milk,202.8,Cash,Location2
2024-01-16,19:50,Americano with milk,202.8,Card,Location2
2024-02-19,14:53,Cortado,172.0,Card,Location2
2024-01-18,20:14,Americano,180.2,Card,Location2
2024-02-27,20:30,Hot Chocolate,230.2,Cash,Location2
2024-04-09,21:04,Americano,180.2,Cash,Location2
2024-02-15,14:38,Cocoa,236.3,Cash,Location2
2024-01-11,13:29,Americano,180.2,Card,Location2
2024-01-28,20:11,Espresso,145.7,Card,Location2
2024-06-26,15:58,Latte,218.2,Cash,Location2
2024-06-01,17:00,Americano with milk,202.8,Cash,Location2
2024-01-19,15:41,Hot Chocolate,230.2,Cash,Location2
2024-02-01,19:56,Cocoa,236.3,Card,Location2
2024-07-13,18:05,Cappuccino,222.2,Cash,Location2
2024-07-04,13:01,Espresso,145.7,Cash,Location2
2024-05-19,10:29,Espresso,145.7,Card,Location2
2024-01-21,11:19,Cocoa,236.3,Cash,Location2
2024-06-29,15:32,Cocoa,236.3,Cash,Location2
2024-07-14,18:57,Cortado,172.0,Card,Location2
2024-04-22,10:37,Hot Chocolate,230.2,Card,Location2
2024-03-16,10:48,Espresso,145.7,Card,Location2
2024-02-28,19:59,Cocoa,236.3,Card,Location2
2024-04-23,20:34,Americano with milk,202.8,Cash,Location2
2024-01-09,20:35,Cappuccino,222.2,Card,Location2
2024-03-16,21:26,Americano with milk,202.8,Cash,Location2
2024-07-06,18:12,Cortado,172.0,Cash,Location2
2024-06-23,11:57,Hot Chocolate,230.2,Cash,Location2
2024-05-12,15:45,Hot Chocolate,230.2,Cash,Location2
2024-04-18,15:59,Cocoa,236.3,Cash,Location2
2024-04-04,10:22,Cortado,172.0,Cash,Location2
2024-05-08,19:18,Americano with milk,202.8,Cash,Location2
2024-02-14,20:47,Cortado,172.0,Cash,Location2
2024-03-27,18:45,Americano,180.2,Cash,Location2
2024-02-25,15:51,Cortado,172.0,Card,Location2
2024-06-30,14:32,Cortado,172.0,Card,Location2
2024-04-19,11:52,Latte,218.2,Card,Location2
2024-01-29,19:34,Cortado,172.0,Card,Location2
2024-05-07,12:54,Americano with milk,202.8,Cash,Location2
2024-05-04,13:19,Latte,218.2,Card,Location2
2024-02-14,15:05,Hot Chocolate,230.2,Card,Location2
2024-03-29,20:33,Americano,180.2,Card,Location2
2024-06-25,11:16,Americano with milk,202.8,Card,Location2
2024-03-04,15:17,Americano with milk,202.8,Card,Location2
2024-03-24,11:35,Espresso,145.7,Card,Location2
2024-03-12,12:01,Latte,218.2,Card,Location2
2024-03-23,18:15,Hot Chocolate,230.2,Cash,Location2
2024-05-15,12:54,Americano,180.2,Card,Location2
2024-04-19,20:52,Hot Chocolate,230.2,Cash,Location2
2024-04-14,14:35,Americano,180.2,Card,Location2
2024-07-01,19:30,Americano with milk,202.8,Cash,Location2
2024-04-17,12:49,Latte,218.2,Card,Location2
2024-04-19,19:32,Cappuccino,222.2,Card,Location2
2024-06-06,11:05,Cortado,172.0,Card,Location2
2024-04-08,11:26,Espresso,145.7,Cash,Location2
2024-06-06,20:55,Hot Chocolate,230.2,Cash,Location2
2024-01-06,11:47,Americano with milk,202.8,Cash,Location2
2024-01-27,12:16,Latte,218.2,Card,Location2
2024-05-06,21:15,Cortado,172.0,Card,Location2
2024-07-11,13:16,Cortado,172.0,Cash,Location2
2024-02-17,14:10,Latte,218.2,Cash,Location2
2024-04-23,11:26,Americano with milk,202.8,Cash,Location2
2024-05-17,10:20,Cappuccino,222.2,Card,Location2
2024-01-12,16:36,Latte,218.2,Cash,Location2
2024-02-11,10:32,Espresso,145.7,Card,Location2
2024-06-06,21:20,Latte,218.2,Card,Location2
2024-06-11,13:23,Espresso,145.7,Card,Location2
2024-02-23,11:24,Cortado,172.0,Cash,Location2
2024-02-01,15:24,Latte,218.2,Cash,Location2
2024-02-20,17:19,Americano with milk,202.8,Cash,Location2
2024-07-12,15:36,Americano,180.2,Cash,Location2
2024-03-22,19:44,Hot Chocolate,230.2,Cash,Location2
2024-02-26,14:44,Espresso,145.7,Card,Location2
2024-01-22,21:25,Cappuccino,222.2,Card,Location2
2024-01-29,11:01,Espresso,145.7,Cash,Location2
2024-03-26,16:41,Espresso,145.7,Cash,Location2
2024-06-25,20:11,Espresso,145.7,Cash,Location2
2024-01-07,13:44,Americano,180.2,Cash,Location2
2024-03-18,19:32,Cocoa,236.3,Card,Location2
2024-03-02,10:37,Americano with milk,202.8,Card,Location2
2024-02-24,15:56,Cappuccino,222.2,Card,Location2
2024-03-27,15:55,Espresso,145.7,Cash,Location2
2024-03-20,14:54,Cappuccino,222.2,Card,Location2
2024-04-06,18:53,Cortado,172.0,Card,Location2
2024-07-11,16:47,Cocoa,236.3,Cash,Location2
2024-05-11,17:04,Cocoa,236.3,Cash,Location2
2024-03-20,14:02,Espresso,145.7,Cash,Location2
2024-06-30,16:51,Cortado,172.0,Cash,Location2
2024-01-01,21:13,Cocoa,236.3,Cash,Location2
2024-07-07,17:58,Espresso,145.7,Cash,Location2
2024-07-05,19:46,Americano with milk,202.8,Card,Location2
2024-05-26,11:40,Hot Chocolate,230.2,Card,Location2
2024-02-18,21:00,Americano,180.2,Cash,Location2
2024-03-29,13:13,Americano with milk,202.8,Card,Location2
2024-05-29,14:50,Cappuccino,222.2,Card,Location2
2024-03-30,14:02,Cortado,172.0,Cash,Location2
2024-02-04,21:25,Americano with milk,202.8,Cash,Location2
2024-01-05,10:25,Cortado,172.0,Card,Location2
2024-02-07,14:33,Latte,218.2,Cash,Location2
2024-03-23,20:22,Cortado,172.0,Card,Location2
2024-02-25,17:20,Cocoa,236.3,Cash,Location2
2024-06-30,13:17,Cocoa,236.3,Card,Location2
2024-05-21,13:51,Latte,218.2,Cash,Location2
2024-05-12,19:00,Latte,218.2,Card,Location2
2024-04-27,16:21,Cappuccino,222.2,Cash,Location2
2024-03-27,19:16,Latte,218.2,Card,Location2
2024-05-12,14:12,Hot Chocolate,230.2,Card,Location2
2024-04-14,16:00,Americano,180.2,Cash,Location2
2024-07-01,10:29,Cortado,172.0,Card,Location2
2024-03-20,16:36,Latte,218.2,Card,Location2
2024-06-07,18:50,Cappuccino,222.2,Cash,Location2
2024-01-25,11:55,Latte,218.2,Card,Location2
2024-06-05,17:24,Americano,180.2,Cash,Location2
2024-01-03,20:44,Americano with milk,202.8,Card,Location2
2024-03-16,12:31,Americano with milk,202.8,Card,Location2
2024-02-21,12:33,Latte,218.2,Cash,Location2
2024-01-08,20:06,Cortado,172.0,Card,Location2
2024-03-13,11:11,Americano,180.2,Cash,Location2
2024-03-15,19:37,Latte,218.2,Cash,Location2
2024-03-04,16:28,Cortado,172.0,Cash,Location2
2024-02-27,11:23,Hot Chocolate,230.2,Card,Location2
2024-07-08,21:02,Hot Chocolate,230.2,Card,Location2
2024-01-10,13:00,Hot Chocolate,230.2,Cash,Location2
2024-02-05,18:43,Cocoa,236.3,Cash,Location2
2024-04-12,21:04,Americano,180.2,Cash,Location2
2024-05-06,14:43,Cortado,172.0,Card,Location2
2024-01-23,10:20,Hot Chocolate,230.2,Cash,Location2
2024-03-11,15:13,Cortado,172.0,Card,Location2
2024-04-17,20:56,Americano with milk,202.8,Card,Location2
2024-06-21,10:54,Latte,218.2,Card,Location2
2024-04-05,14:56,Americano,180.2,Card,Location2
2024-02-05,19:23,Cocoa,236.3,Card,Location2
2024-06-18,21:13,Espresso,145.7,Cash,Location2
2024-06-27,21:12,Americano with milk,202.8,Card,Location2
2024-06-30,15:27,Americano,180.2,Cash,Location2
2024-02-19,11:59,Cocoa,236.3,Card,Location2
2024-02-05,15:34,Cocoa,236.3,Cash,Location2
2024-01-17,20:29,Espresso,145.7,Card,Location2
2024-04-20,18:29,Espresso,145.7,Cash,Location2
2024-04-26,18:12,Cappuccino,222.2,Cash,Location2
2024-05-29,15:59,Americano with milk,202.8,Cash,Location2
2024-02-11,16:32,Espresso,145.7,Card,Location2
2024-01-17,20:04,Cocoa,236.3,Card,Location2
2024-04-23,17:30,Cappuccino,222.2,Cash,Location2
2024-03-22,13:36,Americano,180.2,Cash,Location2
2024-01-26,12:20,Cappuccino,222.2,Card,Location2
2024-02-22,17:08,Americano with milk,202.8,Cash,Location2
2024-03-07,19:17,Cortado,172.0,Card,Location2
2024-06-28,21:11,Americano with milk,202.8,Cash,Location2
2024-03-01,20:35,Cortado,172.0,Cash,Location2
2024-06-28,18:50,Cappuccino,222.2,Card,Location2
2024-05-01,17:56,Cocoa,236.3,Cash,Location2
2024-04-29,12:46,Hot Chocolate,230.2,Cash,Location2
2024-06-16,18:20,Americano,180.2,Card,Location2
2024-06-19,12:14,Hot Chocolate,230.2,Cash,Location2
2024-01-10,12:31,Espresso,145.7,Cash,Location2
2024-01-20,12:24,Cappuccino,222.2,Card,Location2
2024-05-01,20:12,Cocoa,236.3,Card,Location2
2024-07-15,18:45,Cocoa,236.3,Cash,Location2
2024-03-08,12:21,Espresso,145.7,Cash,Location2
2024-05-30,14:20,Hot Chocolate,230.2,Card,Location2
2024-03-25,17:18,Americano with milk,202.8,Card,Location2
2024-06-08,13:18,Cortado,172.0,Cash,Location2
2024-05-15,21:06,Hot Chocolate,230.2,Cash,Location2
2024-04-22,21:24,Americano,180.2,Card,Location2
2024-06-03,15:37,Latte,218.2,Card,Location2
2024-04-11,16:52,Cocoa,236.3,Cash,Location2
2024-06-10,13:40,Americano,180.2,Cash,Location2
2024-01-19,17:09,Cappuccino,222.2,Cash,Location2
2024-07-12,14:50,Americano with milk,202.8,Card,Location2
2024-07-09,14:30,Americano with milk,202.8,Cash,Location2
2024-04-30,20:31,Americano with milk,202.8,Cash,Location2
2024-06-30,11:40,Hot Chocolate,230.2,Card,Location2
2024-05-24,14:21,Cocoa,236.3,Cash,Location2
2024-02-12,11:45,Cocoa,236.3,Cash,Location2
2024-01-15,13:38,Latte,218.2,Cash,Location2
2024-03-16,13:14,Cortado,172.0,Card,Location2
2024-02-03,12:33,Cocoa,236.3,Card,Location2
2024-05-19,17:37,Americano with milk,202.8,Card,Location2
2024-01-19,21:17,Hot Chocolate,230.2,Card,Location2
2024-04-25,15:12,Cocoa,236.3,Card,Location2
2024-02-23,17:48,Cappuccino,222.2,Card,Location2
2024-03-11,16:48,Cocoa,236.3,Cash,Location2
2024-02-13,11:40,Americano with milk,202.8,Card,Location2
2024-04-02,15:32,Cocoa,236.3,Card,Location2
2024-05-07,18:13,Hot Chocolate,230.2,Cash,Location2
2024-02-27,18:00,Latte,218.2,Cash,Location2
2024-04-26,14:38,Americano with milk,202.8,Cash,Location2
2024-05-03,16:50,Espresso,145.7,Card,Location2
2024-06-05,11:22,Americano with milk,202.8,Cash,Location2
2024-05-19,13:42,Americano with milk,202.8,Card,Location2
2024-06-17,16:30,Cocoa,236.3,Cash,Location2
2024-03-25,13:38,Espresso,145.7,Cash,Location2
2024-06-19,18:21,Cortado,172.0,Card,Location2
2024-03-15,19:53,Cortado,172.0,Cash,Location2
2024-02-28,13:09,Cappuccino,222.2,Card,Location2
2024-01-17,16:10,Hot Chocolate,230.2,Card,Location2
2024-06-26,16:26,Americano with milk,202.8,Cash,Location2
2024-03-29,12:51,Latte,218.2,Cash,Location2
2024-01-19,16:33,Americano with milk,202.8,Card,Location2
2024-01-27,10:40,Cappuccino,222.2,Card,Location2
2024-02-10,20:31,Cocoa,236.3,Card,Location2
2024-07-04,17:11,Cortado,172.0,Card,Location2
2024-06-28,19:39,Cocoa,236.3,Cash,Location2
2024-01-12,20:57,Americano,180.2,Card,Location2
2024-02-02,19:07,Espresso,145.7,Cash,Location2
2024-06-30,11:06,Cocoa,236.3,Card,Location2
2024-06-23,13:13,Hot Chocolate,230.2,Cash,Location2
2024-04-22,12:56,Hot Chocolate,230.2,Card,Location2
2024-01-26,13:13,Cappuccino,222.2,Card,Location2
2024-05-05,11:32,Cocoa,236.3,Card,Location2
2024-05-19,14:53,Cappuccino,222.2,Cash,Location2
2024-04-20,15:24,Cappuccino,222.2,Cash,Location2
2024-05-01,16:06,Americano,180.2,Cash,Location2
2024-06-30,14:26,Cocoa,236.3,Card,Location2
2024-03-25,11:30,Cortado,172.0,Card,Location2
2024-06-19,17:04,Cappuccino,222.2,Cash,Location2
2024-03-24,11:04,Americano,180.2,Card,Location2
2024-01-08,10:22,Cocoa,236.3,Cash,Location2
2024-03-20,13:12,Americano with milk,202.8,Cash,Location2
2024-02-02,11:01,Espresso,145.7,Cash,Location2
2024-01-06,16:50,Cappuccino,222.2,Cash,Location2
2024-02-08,20:05,Hot Chocolate,230.2,Cash,Location2
2024-01-28,17:01,Cappuccino,222.2,Cash,Location2
2024-04-14,21:29,Latte,218.2,Card,Location2
2024-06-07,13:34,Espresso,145.7,Card,Location2
2024-02-20,11:15,Americano,180.2,Cash,Location2
2024-03-30,11:05,Hot Chocolate,230.2,Cash,Location2
2024-02-09,17:51,Latte,218.2,Cash,Location2
2024-04-14,14:22,Latte,218.2,Cash,Location2
2024-04-09,20:45,Cappuccino,222.2,Card,Location2
2024-04-20,16:43,Americano with milk,202.8,Cash,Location2
2024-01-22,16:09,Cocoa,236.3,Card,Location2
2024-02-24,18:37,Espresso,145.7,Cash,Location2
2024-06-15,18:48,Cocoa,236.3,Cash,Location2
2024-02-12,21:10,Hot Chocolate,230.2,Card,Location2
2024-02-19,11:31,Cocoa,236.3,Card,Location2
2024-05-02,15:47,Cappuccino,222.2,Cash,Location2
2024-01-31,19:44,Hot Chocolate,230.2,Cash,Location2
2024-04-16,15:37,Hot Chocolate,230.2,Cash,Location2
2024-03-14,10:11,Americano,180.2,Card,Location2
2024-06-21,13:51,Cocoa,236.3,Card,Location2
2024-06-16,15:50,Cocoa,236.3,Cash,Location2
2024-06-24,10:28,Cappuccino,222.2,Card,Location2
2024-03-18,19:04,Espresso,145.7,Cash,Location2
2024-07-11,13:16,Americano,180.2,Cash,Location2
2024-06-04,12:22,Americano,180.2,Cash,Location2
2024-03-27,19:34,Espresso,145.7,Card,Location2
2024-01-28,19:43,Cappuccino,222.2,Card,Location2
2024-05-09,16:16,Cappuccino,222.2,Card,Location2
2024-01-01,13:30,Cocoa,236.3,Card,Location2
2024-06-28,15:32,Espresso,145.7,Card,Location2
2024-06-21,14:07,Hot Chocolate,230.2,Card,Location2
2024-03-08,18:23,Americano,180.2,Cash,Location2
2024-04-16,14:06,Cortado,172.0,Card,Location2
2024-05-18,13:59,Americano with milk,202.8,Cash,Location2
2024-01-05,18:12,Cortado,172.0,Card,Location2
2024-05-07,19:45,Hot Chocolate,230.2,Card,Location2
2024-06-02,13:15,Espresso,145.7,Cash,Location2
2024-02-11,18:18,Cortado,172.0,Card,Location2
2024-01-18,20:16,Cortado,172.0,Card,Location2
2024-02-21,17:36,Hot Chocolate,230.2,Cash,Location2
2024-04-24,12:57,Cortado,172.0,Card,Location2
2024-04-05,18:38,Cappuccino,222.2,Cash,Location2
2024-03-24,17:55,Cortado,172.0,Card,Location2
2024-06-09,10:27,Hot Chocolate,230.2,Cash,Location2
2024-02-16,18:25,Cortado,172.0,Cash,Location2
2024-03-13,14:19,Americano with milk,202.8,Cash,Location2
2024-02-18,20:04,Americano,180.2,Cash,Location2
2024-04-13,11:12,Cappuccino,222.2,Cash,Location2
2024-07-02,16:56,Espresso,145.7,Cash,Location2
2024-01-14,18:20,Hot Chocolate,230.2,Card,Location2
2024-05-05,20:04,Americano,180.2,Card,Location2
2024-04-25,19:21,Americano,180.2,Cash,Location2
2024-01-27,13:22,Americano,180.2,Card,Location2
2024-05-20,14:31,Espresso,145.7,Card,Location2
2024-03-14,10:09,Cappuccino,222.2,Cash,Location2
2024-02-11,16:56,Cocoa,236.3,Cash,Location2
2024-02-01,18:36,Cappuccino,222.2,Card,Location2
2024-03-04,13:25,Cappuccino,222.2,Card,Location2
2024-05-27,11:28,Latte,218.2,Cash,Location2
2024-04-23,20:13,Cappuccino,222.2,Cash,Location2
2024-06-18,17:08,Cocoa,236.3,Cash,Location2
2024-03-09,19:56,Cappuccino,222.2,Cash,Location2
2024-07-09,19:22,Cocoa,236.3,Cash,Location2
2024-03-01,11:01,Cappuccino,222.2,Card,Location2
2024-04-07,21:09,Hot Chocolate,230.2,Cash,Location2
2024-06-06,19:20,Cappuccino,222.2,Card,Location2
2024-03-03,18:52,Latte,218.2,Card,Location2
2024-02-24,17:05,Espresso,145.7,Card,Location2
2024-05-09,21:25,Americano with milk,202.8,Cash,Location2
2024-03-30,15:51,Latte,218.2,Cash,Location2
2024-02-20,18:36,Hot Chocolate,230.2,Card,Location2
2024-06-06,21:22,Cappuccino,222.2,Card,Location2
2024-02-07,13:42,Espresso,145.7,Cash,Location2
2024-04-28,11:33,Hot Chocolate,230.2,Card,Location2
2024-04-21,15:53,Americano,180.2,Cash,Location2
2024-01-16,17:53,Hot Chocolate,230.2,Card,Location2
2024-03-11,11:18,Cocoa,236.3,Cash,Location2
2024-04-19,20:39,Cortado,172.0,Cash,Location2
2024-02-15,10:06,Cocoa,236.3,Card,Location2
2024-03-26,16:48,Latte,218.2,Card,Location2
2024-06-10,17:08,Latte,218.2,Card,Location2
2024-04-11,16:17,Cortado,172.0,Card,Location2
2024-06-15,14:31,Cocoa,236.3,Card,Location2
2024-07-08,12:28,Espresso,145.7,Card,Location2
2024-03-25,20:06,Cocoa,236.3,Cash,Location2
2024-04-29,10:24,Hot Chocolate,230.2,Card,Location2
2024-03-23,16:57,Americano with milk,202.8,Cash,Location2
2024-05-31,21:30,Americano,180.2,Cash,Location2
2024-03-28,19:16,Cappuccino,222.2,Cash,Location2
2024-06-16,10:21,Espresso,145.7,Cash,Location2
2024-05-03,15:16,Hot Chocolate,230.2,Cash,Location2
2024-01-15,20:54,Latte,218.2,Cash,Location2
2024-04-10,18:17,Americano with milk,202.8,Cash,Location2
2024-03-03,10:55,Americano with milk,202.8,Cash,Location2
2024-05-29,14:06,Americano,180.2,Cash,Location2
2024-04-13,10:25,Hot Chocolate,230.2,Card,Location2
2024-02-21,11:19,Cappuccino,222.2,Card,Location2
2024-06-27,13:48,Hot Chocolate,230.2,Cash,Location2
2024-01-14,16:42,Cappuccino,222.2,Card,Location2
2024-04-07,12:05,Hot Chocolate,230.2,Card,Location2
2024-01-23,15:55,Americano with milk,202.8,Card,Location2
2024-04-23,20:36,Cortado,172.0,Cash,Location2
2024-01-20,20:16,Espresso,145.7,Card,Location2
2024-04-30,18:11,Americano with milk,202.8,Card,Location2
2024-02-16,15:05,Americano with milk,202.8,Cash,Location2
2024-03-29,14:06,Cocoa,236.3,Card,Location2
2024-06-07,21:26,Espresso,145.7,Card,Location2
2024-01-11,19:38,Cappuccino,222.2,Card,Location2
2024-01-12,17:27,Cocoa,236.3,Cash,Location2
2024-02-23,21:22,Cocoa,236.3,Cash,Location2
2024-06-05,14:39,Hot Chocolate,230.2,Cash,Location2
2024-05-15,16:39,Cocoa,236.3,Cash,Location2
2024-02-08,18:36,Americano,180.2,Card,Location2
2024-04-26,15:09,Hot Chocolate,230.2,Cash,Location2
2024-05-29,13:31,Espresso,145.7,Cash,Location2
2024-02-05,21:10,Hot Chocolate,230.2,Card,Location2
2024-04-12,19:22,Cocoa,236.3,Card,Location2
2024-03-11,14:51,Hot Chocolate,230.2,Card,Location2
2024-06-13,19:34,Latte,218.2,Card,Location2
2024-02-11,11:23,Cappuccino,222.2,Card,Location2
2024-04-13,15:53,Hot Chocolate,230.2,Cash,Location2
2024-06-13,18:33,Cappuccino,222.2,Cash,Location2
2024-05-26,13:29,Americano with milk,202.8,Cash,Location2
2024-04-13,19:12,Hot Chocolate,230.2,Cash,Location2
2024-05-25,21:03,Espresso,145.7,Card,Location2
2024-02-20,12:44,Cortado,172.0,Cash,Location2
2024-05-08,15:01,Latte,218.2,Cash,Location2
2024-06-25,15:27,Espresso,145.7,Card,Location2
2024-02-12,14:22,Cortado,172.0,Card,Location2
2024-05-23,15:38,Cortado,172.0,Card,Location2
2024-01-31,12:45,Cocoa,236.3,Cash,Location2
2024-06-17,18:20,Cortado,172.0,Card,Location2
2024-04-24,16:13,Cappuccino,222.2,Cash,Location2
2024-05-08,16:35,Espresso,145.7,Cash,Location2
2024-03-02,16:10,Cortado,172.0,Card,Location2
2024-05-14,15:55,Hot Chocolate,230.2,Card,Location2
2024-06-24,18:20,Americano with milk,202.8,Card,Location2
2024-01-16,18:02,Americano,180.2,Card,Location2
2024-06-27,18:12,Cocoa,236.3,Card,Location2
2024-04-09,17:49,Cortado,172.0,Card,Location2
2024-02-24,18:28,Cortado,172.0,Card,Location2
2024-03-16,15:45,Americano,180.2,Card,Location2
2024-03-13,16:52,Americano with milk,202.8,Card,Location2
2024-03-15,18:18,Cocoa,236.3,Card,Location2
2024-07-12,17:30,Hot Chocolate,230.2,Cash,Location2
2024-03-30,17:09,Cappuccino,222.2,Card,Location2
2024-05-22,14:31,Hot Chocolate,230.2,Cash,Location2
2024-07-11,18:53,Espresso,145.7,Card,Location2
2024-02-17,16:37,Latte,218.2,Card,Location2
2024-03-09,18:45,Espresso,145.7,Cash,Location2
2024-05-11,11:19,Americano with milk,202.8,Card,Location2
2024-01-16,11:10,Latte,218.2,Cash,Location2
2024-01-17,12:38,Latte,218.2,Card,Location2
2024-01-16,19:00,Espresso,145.7,Card,Location2
2024-02-04,16:37,Americano with milk,202.8,Card,Location2
2024-03-19,16:55,Americano,180.2,Card,Location2
2024-05-16,10:40,Cocoa,236.3,Card,Location2
